id_ligne;sens;societe;raison_sociale;campagne_appro;date_operation;nom_mois_date_operation;annee_date_operation;code_site;bon_origine;code_type_document;numero_bon;code_type_ligne;responsable_region;technicien;code_tiers;tiers_facture;code_famille;famille_2;famille_3;code_produit;libelle_produit;dose_hectare;pourcentage_azote;quantite;reste_a_livrer;unite;prix_net;montant_ht;facture;created_at;updated_at;data_hash
791485;V;1000001;INTERVAL;2023-2024;08/04/2024 02:00;April;2024;111;;BLF;1,111E+17;1;BILLARD CHRISTOPHE;BOLLOTTE Benoit;12085;Mr FRANCK JEANNEAUX;45;ADIVALOR(PAS DE FACTURES);Généré automatiquement;20021630;GUIDE 2024 P1 TECHNIQUE;0.000000;0.0000;1.0000;0.0000;UNITE;0.000000;0.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;228456df2556c24ca140a5b1a2af8e5d
1451729;V;1000001;INTERVAL;2025-2026;12/11/2025 01:00;November;2025;166;;BLF;BLF-INT0059085;1;SACCOMANI BENOIT;SACCOMANI Benoit;45690;Mr Jean-François CLAIROTTE;44;PROD.AG.FILM/FILET/SAC;PROD.AG.FILM PLASTIQUE;20017756;FILM TRISILO 150MIC NOIR 6M;0.000000;0.0000;1.0000;0.0000;ROULEAU;89.840000;89.84;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;0f74935b632329bf253489f6b34001aa
321682;V;1000001;INTERVAL;2021-2022;30/11/2021 01:00;November;2021;184;;BLF;1,111E+17;1;BONNEMAILLE ÉRIC;MAILLOT Claude;2413;GAEC LES PATIS;45;PS CEREALES (SECH.TRSP MAN);MANUTENTION CEREALES;20003003;P.S. MANUTENTION;0.000000;0.0000;0.5600;0.0000;Tonne;10.700000;5.99;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;638b36d38a395a2fa52e8ee428b30d76
321683;V;1000001;INTERVAL;2021-2022;30/11/2021 01:00;November;2021;1VA;;BLF;1,111E+17;1;BONNEMAILLE ÉRIC;MAILLOT Claude;258;EARL TILBURGS;45;PS CEREALES (SECH.TRSP MAN);MANUTENTION CEREALES;20003003;P.S. MANUTENTION;0.000000;0.0000;5.4400;0.0000;Tonne;15.000000;81.60;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;58585152ec260bdbf35d818aedb0119c
321696;V;1000001;INTERVAL;2021-2022;30/11/2021 01:00;November;2021;184;;BLF;1,111E+17;1;BONNEMAILLE ÉRIC;MAILLOT Claude;2486;GAEC SAINT LEGER;45;PS CEREALES (SECH.TRSP MAN);MANUTENTION CEREALES;20003003;P.S. MANUTENTION;0.000000;0.0000;12.2200;0.0000;Tonne;10.700000;130.75;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;2a6b1057262aaf48cfbb0c18353ae23f
1431042;V;1000001;INTERVAL;2025-2026;20/10/2025 02:00;October;2025;117;;BCCNF;BCCNF-INT1006137;1;MANDRET BENOIT;TISSOT Stéphane;45728;EARL GAULIARD DANIEL;44;PROD.AG.FILM/FILET/SAC;PROD.AG.FILM PLASTIQUE;20017758;FILM TRISILO 150MIC NOIR 10M;0.000000;0.0000;1.0000;0.0000;ROULEAU;89.400000;89.40;0;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;71d0365df055670ffc9fdb7f8b1b489f
1489357;V;1000001;INTERVAL;2025-2026;05/01/2026 01:00;January;2026;117;;BCCF;BCCF-INT0012356;1;MANDRET BENOIT;TISSOT Stéphane;2217;GAEC DE LA COLOMBINE;42;SEMENCES SOJA;SEM. SOJA;20019641;SOJA HANA R1 HIC 3M GN  DOSE;0.145000;0.0000;1.0000;0.0000;DOSE;1154.400000;1154.40;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;84d4acbe29732ebd51089aafea2e4d40
1489124;V;1000001;INTERVAL;2025-2026;05/01/2026 01:00;January;2026;117;;BCCF;BCCF-INT0012344;1;MANDRET BENOIT;TISSOT Stéphane;2601;EARL DES CHARMES (PIN);42;SEMENCES SOJA;SEM. SOJA;20019641;SOJA HANA R1 HIC 3M GN  DOSE;0.145000;0.0000;3.0000;0.0000;DOSE;1154.400000;3463.20;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;d97ff74aa931b280553e7533a95d78e6
1488485;V;1000001;INTERVAL;2025-2026;30/12/2025 01:00;December;2025;166;;BCCF;BCCF-INT0012294;1;SACCOMANI BENOIT;SACCOMANI Benoit;11932;EARL DU BONNIER;42;SEMENCES SOJA;SEM. SOJA;20016264;SOJA SIRELIA R1 NT 125K GN  DOSE;3.500000;0.0000;96.0000;0.0000;DOSE;40.600000;3897.60;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;20f3055a55251b5a1b7405f5bd6b7aa7
1488631;V;1000001;INTERVAL;2025-2026;30/12/2025 01:00;December;2025;166;;BCCF;BCCF-INT0012313;1;SACCOMANI BENOIT;SACCOMANI Benoit;13482;EARL SOMMEILLARD;42;SEMENCES SOJA;SEM. SOJA;20016264;SOJA SIRELIA R1 NT 125K GN  DOSE;3.500000;0.0000;37.0000;0.0000;DOSE;40.600000;1502.20;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;6025e375fce12d125487d6e7e933b8e3
1489259;V;1000001;INTERVAL;2025-2026;05/01/2026 01:00;January;2026;121;;BCCF;BCCF-INT0012348;1;MANDRET BENOIT;TISSOT Stéphane;2449;EARL OUDIN STEPHANE;42;SEMENCES SOJA;SEM. SOJA;20019641;SOJA HANA R1 HIC 3M GN  DOSE;0.145000;0.0000;2.0000;0.0000;DOSE;1154.400000;2308.80;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;8787ea9041fdd53ab6618f021d3bc03f
1489239;V;1000001;INTERVAL;2025-2026;05/01/2026 01:00;January;2026;121;;BCCF;BCCF-INT0012347;1;MANDRET BENOIT;TISSOT Stéphane;2449;EARL OUDIN STEPHANE;41;HUILES ET ADJUVANTS;HUILES ET ADJUVANTS;20019953;HUILE ACTIROB B        10L;1.000000;0.0000;10.0000;0.0000;LITRE;4.200000;42.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;72a37f8d08d98d20293ffd84b1d64f3f
1488803;V;1000001;INTERVAL;2025-2026;31/12/2025 01:00;December;2025;166;;BCCF;BCCF-INT0012326;1;SACCOMANI BENOIT;SACCOMANI Benoit;13770;SCEA TISSIER SEBASTIEN;40;ENGRAIS SIMPLES;ENGRAIS SIMPLES NP;20003135;18.46.00 PHOS AMMO  VRAC;0.150000;0.0000;3.4000;0.0000;Tonne;805.000000;2737.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;5ebba60f3b07a95ec102174f96b61ca6
1444137;V;1000001;INTERVAL;2025-2026;06/10/2025 02:00;October;2025;185;;BLF;BLF-INT0057113;1;ROBITAILLE ERIC;LEPAGE Julien;45945;GAEC RECONNU DU MESELOT;43;ALIMENT MINERAUX VITAMINES;INCORPO MR;20012208;SANTALMASH MAJOR GR VRAC              MR;0.000000;0.0000;0.5530;0.0000;Tonne;1085.000000;600.01;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;66c7ad1d92a658cf441abcdc4665ffbd
1443713;V;1000001;INTERVAL;2025-2026;25/09/2025 02:00;September;2025;185;;BLF;BLF-INT0056962;1;ROBITAILLE ERIC;LEPAGE Julien;2431;GAEC DU HAUT DE VILLERS;43;ALIMENT MINERAUX VITAMINES;INCORPO MR;20012208;SANTALMASH MAJOR GR VRAC              MR;0.000000;0.0000;0.0720;0.0000;Tonne;1085.000000;78.12;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;c2b4eafd2dea241148e0120e3aa23d69
1443912;V;1000001;INTERVAL;2025-2026;01/10/2025 02:00;October;2025;185;;BLF;BLF-INT0057043;1;ROBITAILLE ERIC;LEPAGE Julien;3924;GAEC LE COIN DU BOIS;43;ALIMENT MINERAUX VITAMINES;INCORPO MR;20012208;SANTALMASH MAJOR GR VRAC              MR;0.000000;0.0000;0.0640;0.0000;Tonne;1085.000000;69.44;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;b57be5a0e09068c34ab2dd3bfc9a86a5
1461919;V;1000001;INTERVAL;2025-2026;06/11/2025 01:00;November;2025;185;;BLF;BLF-INT0060272;1;ROBITAILLE ERIC;POIZAT Isabelle;2583;Mr CYRIL GENTILHOMME;43;ALIMENT FABRIQUE;Formule Moulin Rouge (FMR);29481264;FMR-LAIT-15-0025;0.000000;0.0000;5.5420;0.0000;Tonne;276.400000;1531.81;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;36372449ce0bed59eeebaa39c8bab1ef
1443706;V;1000001;INTERVAL;2025-2026;24/09/2025 02:00;September;2025;185;;BLF;BLF-INT0056956;1;ROBITAILLE ERIC;VERNEREY Rémi;40128;GAEC DE LA BOUVIERE;43;ALIMENT FABRIQUE;Formule Moulin Rouge (FMR);29505097;FMR-LAIT-44-0005;0.000000;0.0000;2.5050;0.0000;Tonne;592.653900;1484.60;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;96068d7f4a407c19e086aee17b61bed4
1461500;V;1000001;INTERVAL;2025-2026;19/11/2025 01:00;November;2025;145;;BLF;BLF-INT0060858;1;MANDRET BENOIT;BRESSON Florian;43825;EARL LES LONGUES RAYES;44;PROD.AG.FILM/FILET/SAC;PROD.AG.SACHERIE;20011823;SAC EVPP PLEIN  500L;0.000000;0.0000;4.0000;0.0000;UNITE;5.000000;20.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;3150ef4169c0dedcf226e94c267efe63
308355;V;1000001;INTERVAL;2021-2022;15/11/2021 01:00;November;2021;139;;BLF;1,111E+17;1;;;1050;JARDIVAL (REVENTES);43;Avoir et Eco (Financier);Famille pour export;20012973;RABI MIXT + Gr  25KG;0.000000;0.0000;0.0250;0.0000;Tonne;576.000000;14.40;1;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
321704;V;1000001;INTERVAL;2021-2022;30/11/2021 01:00;November;2021;185;;BLF;1,111E+17;1;BONNEMAILLE ÉRIC;MAILLOT Claude;3030;LYCEE AGRICOLE MONT MARIN;45;PS CEREALES (SECH.TRSP MAN);MANUTENTION CEREALES;20003003;P.S. MANUTENTION;0.000000;0.0000;3.0100;0.0000;Tonne;10.700000;32.21;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;ddb2e01d2140c10d5a9bc7ef48a9cc41
321771;V;1000001;INTERVAL;2021-2022;30/11/2021 01:00;November;2021;138;;BLF;1,111E+17;1;SACCOMANI BENOIT;VILMOT Emmanuel;13704;Mr PASCAL TARBY;45;PS CEREALES (SECH.TRSP MAN);MANUTENTION CEREALES;20003003;P.S. MANUTENTION;0.000000;0.0000;5.5200;0.0000;Tonne;10.700000;59.06;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;8705ad48cbc634c66d7938c4a476dece
308354;V;1000001;INTERVAL;2021-2022;13/11/2021 01:00;November;2021;139;;BLF;1,111E+17;1;;;1050;JARDIVAL (REVENTES);43;Avoir et Eco (Financier);Famille pour export;20012973;RABI MIXT + Gr  25KG;0.000000;0.0000;0.0500;0.0000;Tonne;576.000000;28.80;1;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
1429064;V;1000001;INTERVAL;2025-2026;17/10/2025 02:00;October;2025;1AA;;BLF;BLF-INT0053829;2;VIGNE;DAVID Raphael;49935;SAS CHATEAU DE VERREUX;46;OENOLOGIE;SUCRE/MCR;20022484;SUCRE BIO 25KG FRANCE FR-BIO-01;0.000000;0.0000;0.1000;0.0000;Tonne;2068.000000;206.80;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;243563f591af22d70c607fa610e4e6a9
1461495;V;1000001;INTERVAL;2025-2026;19/11/2025 01:00;November;2025;145;;BLF;BLF-INT0060856;1;BIGAND CHRISTOPHE;PERIA  Maxime;20332;EARL DU MARMONT;44;PROD.AG.FILM/FILET/SAC;PROD.AG.SACHERIE;20011823;SAC EVPP PLEIN  500L;0.000000;0.0000;2.0000;0.0000;UNITE;5.000000;10.00;0;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;0387cf16268d3ffd20a3f41aa00ab0f2
1520882;V;1000001;INTERVAL;2025-2026;26/01/2026 01:00;January;2026;137;;BCCF;BCCF-INT0014259;1;BIGAND CHRISTOPHE;VANHOORNE Thibaut;50485;Mr Justin MISSEY;42;SEMENCES ORGES ESCOURGEONS;SEM. ORGE HIVER;20021059;;0.120000;0.0000;0.0250;0.0250;Tonne;563.000000;14.08;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;5e5e607e4abb4cc67915a33950ac722d
1430952;V;1000001;INTERVAL;2025-2026;20/10/2025 02:00;October;2025;137;;BLF;BLF-INT0054429;1;BIGAND CHRISTOPHE;VANHOORNE Thibaut;16969;Mr Jérôme TISSERAND;42;SEMENCES ORGES ESCOURGEONS;SEM. ORGE HIVER;20021059;ORGE KWS FARO R1 RAXYM  25KG;0.120000;0.0000;0.0500;0.0000;Tonne;563.000000;28.15;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;3b7401e3291ec0811a2254592fd89eec
1431057;V;1000001;INTERVAL;2025-2026;20/10/2025 02:00;October;2025;137;;BLF;BLF-INT0054464;1;BIGAND CHRISTOPHE;VANHOORNE Thibaut;14967;Mr Frédéric APPERT;42;SEMENCES ORGES ESCOURGEONS;SEM. ORGE HIVER;20021060;ORGE KWS FARO R1 RAXYM  600KG;0.120000;0.0000;1.2000;0.0000;Tonne;563.000000;675.60;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;5ad3d18289cb15d8206faea990e45cd6
1461647;V;1000001;INTERVAL;2025-2026;19/11/2025 01:00;November;2025;137;;BLF;BLF-INT0060902;1;BIGAND CHRISTOPHE;VANHOORNE Thibaut;2219;GAEC DE LA CORVEE;44;PROD.AG.FILM/FILET/SAC;PROD.AG.SACHERIE;20011823;SAC EVPP PLEIN  500L;0.000000;0.0000;3.0000;0.0000;UNITE;5.000000;15.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;3c0201a98cb4c44ba8b705159a08e26b
1461678;V;1000001;INTERVAL;2025-2026;19/11/2025 01:00;November;2025;154;;BLF;BLF-INT0060910;1;MANDRET BENOIT;BRESSON Florian;46470;EARL EN GRILLOT;44;PROD.AG.FILM/FILET/SAC;PROD.AG.SACHERIE;20022151;SAC FAU FIFU JAUNE PLEIN LOGO AREA 250L;0.000000;0.0000;25.0000;0.0000;UNITE;2.000000;50.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;0d5a0ccdd6476abe4716543c85032116
1461501;V;1000001;INTERVAL;2025-2026;19/11/2025 01:00;November;2025;145;;BLF;BLF-INT0060859;1;BIGAND CHRISTOPHE;PERIA  Maxime;20332;EARL DU MARMONT;44;PROD.AG.FILM/FILET/SAC;PROD.AG.SACHERIE;20011663;SAC EVPP VIDE  500L;0.000000;0.0000;5.0000;0.0000;UNITE;5.000000;25.00;0;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;49300a3b7e5fbdea3b8112dece70eb7e
1452163;V;1000001;INTERVAL;2025-2026;13/11/2025 01:00;November;2025;154;;BCCNF;BCCNF-INT1006620;1;MANDRET BENOIT;BRESSON Florian;1966;EARL FURTIN NICOLAS;44;PROD.AG.LUBRIFIANTS;Généré automatiquement;20022336;ANTIGEL HIVERNAGE PRO'GEL  10L;0.000000;0.0000;40.0000;0.0000;LITRE;1.960000;78.40;0;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;2975a19c49c435c1a6f7dbe891360733
1504735;V;1000001;INTERVAL;2025-2026;16/01/2026 01:00;January;2026;111;;BCCNF;BCCNF-INT1007366;1;BILLARD CHRISTOPHE;BOLLOTTE Benoit;11486;GAEC DE LA FORET DE CHAUX;42;SEMENCES SOJA;SEM. SOJA;20022848;SOJA LID YENDOR R1 HIC 3MMG  DOSE;0.145000;0.0000;2.0000;0.0000;DOSE;1154.400000;2308.80;0;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;c17137e285c3ade966f5f6146af53ee9
1451525;V;1000001;INTERVAL;2025-2026;12/11/2025 01:00;November;2025;113;;BLF;BLF-INT0059042;1;MANDRET BENOIT;POTEY Maxime;49627;EARL DOMAINE DE LA PATURIE;44;PROD.AG.FILM/FILET/SAC;PROD.AG.SACHERIE;20011663;SAC EVPP VIDE  500L;0.000000;0.0000;4.0000;0.0000;UNITE;5.000000;20.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;bd08d4c41664e4b17c010a99a41b9c13
1489462;V;1000001;INTERVAL;2025-2026;05/01/2026 01:00;January;2026;134;;BLF;BLF-INT0065585;1;BONNEMAILLE ÉRIC;HUSSON Gaetan;15421;GAEC LEPAUL;44;PROD.AG.FILM/FILET/SAC;PROD.AG.SACHERIE;20015113;SAC FAU FIFU JAUNE VIDE  250L;0.000000;0.0000;10.0000;0.0000;UNITE;2.000000;20.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;ad54d4132e23e3baf5fc2bdba3ee8522
1452186;V;1000001;INTERVAL;2025-2026;13/11/2025 01:00;November;2025;109;;BLF;BLF-INT0059199;1;BONNEMAILLE ÉRIC;MAILLOT Claude;15446;Mr LAURENT FISSON;44;PROD.AG.FILM/FILET/SAC;PROD.AG.SACHERIE;20022126;SAC FAU FIFU JAUNE VIDE LOGO AREA 250 L;0.000000;0.0000;10.0000;0.0000;UNITE;2.000000;20.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;75290c6f5bf0f133bd9506b016c35ca9
1489023;V;1000001;INTERVAL;2025-2026;05/01/2026 01:00;January;2026;184;;BCCF;BCCF-INT0012334;1;BONNEMAILLE ÉRIC;HUSSON Gaetan;45646;GAEC DE LA GRAND'VIE;42;SEMENCES SOJA;SEM. SOJA;20022083;SOJA AKUMARA R1 NT 3MMG  DOSE;0.145000;0.0000;5.0000;0.0000;DOSE;974.400000;4872.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;424e4394f50fb68ab4f4f95e64ed62ec
308067;V;1000001;INTERVAL;2021-2022;21/10/2021 02:00;October;2021;112;;BLF;1,111E+17;1;;;1050;JARDIVAL (REVENTES);43;ALIMENT FABRIQUE;Gamme SOREAL;20012960;RABI TRADITION Gr  25KG/20KG AC       SO;0.000000;0.0000;0.0250;0.0000;Tonne;600.300000;15.01;1;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
308070;V;1000001;INTERVAL;2021-2022;13/10/2021 02:00;October;2021;112;;BLF;1,111E+17;1;;;1050;JARDIVAL (REVENTES);43;ALIMENT FABRIQUE;Gamme SOREAL;20012960;RABI TRADITION Gr  25KG/20KG AC       SO;0.000000;0.0000;0.0500;0.0000;Tonne;600.300000;30.02;1;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
308071;V;1000001;INTERVAL;2021-2022;09/10/2021 02:00;October;2021;112;;BLF;1,111E+17;1;;;1050;JARDIVAL (REVENTES);43;ALIMENT FABRIQUE;Gamme SOREAL;20012960;RABI TRADITION Gr  25KG/20KG AC       SO;0.000000;0.0000;0.0250;0.0000;Tonne;600.300000;15.01;1;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
308358;V;1000001;INTERVAL;2021-2022;20/01/2022 01:00;January;2022;1DE;;BLF;1,111E+17;1;;;49919;JARDIVAL SOREAL;43;Avoir et Eco (Financier);Famille pour export;20012973;RABI MIXT + Gr  25KG;0.000000;0.0000;0.2000;0.0000;Tonne;576.000000;115.20;1;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
1519890;V;1000001;INTERVAL;2025-2026;26/01/2026 01:00;January;2026;159;;BCCNF;BCCNF-INT1007587;1;BONNEMAILLE ÉRIC;HUSSON Gaetan;2228;SCEA DE LA GOUTTE ORION;44;PROD.AG.FILM/FILET/SAC;PROD.AG.FILM PLASTIQUE;20017757;FILM TRISILO 150MIC NOIR 8M;0.000000;0.0000;5.0000;0.0000;ROULEAU;77.000000;385.00;0;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;264af895fed13a7df9d21cf4fb12895b
1427474;V;1000001;INTERVAL;2025-2026;16/10/2025 02:00;October;2025;1AA;;BCCNF;BCCNF-INT1006089;1;;;50457;SAS JURA SERUM;46;DIVERS;PALETTE;20006852;PALETTE VMF;0.000000;0.0000;1.0000;0.0000;UNITE;15.000000;15.00;0;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
1295779;V;1000001;INTERVAL;2024-2025;30/06/2025 02:00;June;2025;144;VENTE1EN1001704;BLNF;BLNF-INT0006729;2;BONNEMAILLE ÉRIC;VIRCONDELET Gilles;49382;Mr BAPTISTE PETITHUGUENIN;40;ENGRAIS AZOTES;ENGRAIS AZOTE SOLIDE;20006171;AMMONITRATE 27%  VRAC ENGRAIS CE;0.670000;0.2700;1.9400;0.0000;Tonne;313.520000;608.23;0;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;b5800c20e2f30fdd8fad8aa2144b4fd1
1427810;V;1000001;INTERVAL;2025-2026;16/10/2025 02:00;October;2025;104;BCCF-INT0000971;BLNF;BLNF-INT0010532;1;MANDRET BENOIT;POTEY Maxime;1957;EARL DU PRIEURE;41;HERBICIDES;HERB.CER.COMPLET AUTOMNE;20021244;TAKOBA  10L;4.000000;0.0000;50.0000;0.0000;LITRE;9.050000;452.50;0;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;acbef75385f99e65308bd18bc1989e54
1427804;V;1000001;INTERVAL;2025-2026;16/10/2025 02:00;October;2025;104;BCCNF-INT1005850;BLF;BLF-INT0053450;1;MANDRET BENOIT;POTEY Maxime;1957;EARL DU PRIEURE;41;HUILES ET ADJUVANTS;HUILES ET ADJUVANTS;20015622;GONDOR                 5L;0.250000;0.0000;5.0000;0.0000;LITRE;23.520000;117.60;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;73e2f1081a018236f467bae7498fce96
1381043;V;1000001;INTERVAL;2025-2026;16/09/2025 02:00;September;2025;167;BCCF-INT0004416;BLNF;BLNF-INT0008738;1;BONNEMAILLE ÉRIC;HUSSON Gaetan;17148;GAEC DES HUGUELS;42;SEMENCES TRITICALE;SEM. TRITICALE;20018892;TRITICALE RGT OMEAC R1 VIB  600KG;0.150000;0.0000;0.6000;0.0000;Tonne;678.500000;407.10;0;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;c5067040b726ea1f92dcb9435aced5c0
1520615;V;1000001;INTERVAL;2025-2026;26/01/2026 01:00;January;2026;159;;BCCF;BCCF-INT0014257;1;BONNEMAILLE ÉRIC;HUSSON Gaetan;49417;Mr BRUNO VILLEMIN;41;HERBICIDES;HERB.CER.ANTIDICOTS;20020727;AURIOS                 500GR;0.100000;0.0000;1.0000;0.0000;UNITE;109.500000;109.50;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;8135e02834e4dc8952e0f338ab3f1a25
1521000;V;1000001;INTERVAL;2025-2026;26/01/2026 01:00;January;2026;150;;BLF;BLF-INT0068297;1;MANDRET BENOIT;POTEY Maxime;15156;EARL ASDRUBAL DROIN;44;PROD.AG.FILM/FILET/SAC;PROD.AG.SACHERIE;20022126;SAC FAU FIFU JAUNE VIDE LOGO AREA 250 L;0.000000;0.0000;10.0000;0.0000;UNITE;2.000000;20.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;56aaf9f717c1c591ae6280d570ffacc6
1461726;V;1000001;INTERVAL;2025-2026;19/11/2025 01:00;November;2025;184;;BLF;BLF-INT0060920;1;BONNEMAILLE ÉRIC;HUSSON Gaetan;6205;GAEC PAILLOTTET;44;PROD.AG.FILM/FILET/SAC;PROD.AG.SACHERIE;20022126;SAC FAU FIFU JAUNE VIDE LOGO AREA 250 L;0.000000;0.0000;30.0000;0.0000;UNITE;2.000000;60.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;82483cd625c9e4e02cd558e641e99ac2
1461512;V;1000001;INTERVAL;2025-2026;19/11/2025 01:00;November;2025;104;;BLF;BLF-INT0060864;1;MANDRET BENOIT;POTEY Maxime;2444;EARL MOROT LIONEL;44;PROD.AG.FILM/FILET/SAC;PROD.AG.SACHERIE;20011823;SAC EVPP PLEIN  500L;0.000000;0.0000;1.0000;0.0000;UNITE;5.000000;5.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;76e6d7a9e9edd6417a6dd34a4d66b682
1444222;V;1000001;INTERVAL;2025-2026;07/10/2025 02:00;October;2025;185;;BLF;BLF-INT0057135;1;ROBITAILLE ERIC;PAQUIEZ Pierre-Alexandre;50375;EARL ELEVAGE ALM;43;ALIMENT FABRIQUE;Formule Moulin Rouge (FMR);29481095;FMR-LAIT-18-0097;0.000000;0.0000;2.9000;0.0000;Tonne;321.825000;933.29;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;995f3ba884a2ec8a29cdbddb134e6514
1470803;V;1000001;INTERVAL;2025-2026;13/11/2025 01:00;November;2025;185;;BLF;BLF-INT0060383;1;ROBITAILLE ERIC;PAQUIEZ Pierre-Alexandre;40459;GAEC DU MOURET;43;ALIMENT FABRIQUE;Formule Moulin Rouge (FMR);29505109;FMR-LAIT-18-0135;0.000000;0.0000;1.8500;0.0000;Tonne;211.800000;391.83;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;cc4f6868f7b73aae999c89c5dc5a22b3
1443205;V;1000001;INTERVAL;2025-2026;09/09/2025 02:00;September;2025;185;;BLF;BLF-INT0056764;1;ROBITAILLE ERIC;PAQUIEZ Pierre-Alexandre;30138;GAEC BEAUREGARD;43;ALIMENT FABRIQUE;Formule Moulin Rouge (FMR);29481121;FMR-LAIT-17-0047;0.000000;0.0000;2.8260;0.0000;Tonne;262.364700;741.44;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;72a4af46f375e68f3e054f43bdfbc8f8
1443772;V;1000001;INTERVAL;2025-2026;26/09/2025 02:00;September;2025;185;;BLF;BLF-INT0056982;1;ROBITAILLE ERIC;PAQUIEZ Pierre-Alexandre;11112;GAEC COURTET;43;ALIMENT FABRIQUE;Formule Moulin Rouge (FMR);29001634;FMR-LAIT-23-0033;0.000000;0.0000;2.8770;0.0000;Tonne;374.239100;1076.69;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;fee0bb71c9fff305097b83711f34c92c
1443449;V;1000001;INTERVAL;2025-2026;16/09/2025 02:00;September;2025;185;;BLF;BLF-INT0056854;1;ROBITAILLE ERIC;PAQUIEZ Pierre-Alexandre;44197;GAEC RENAUD;43;ALIMENT FABRIQUE;Formule Moulin Rouge (FMR);29481325;FMR-LAIT-17-0056;0.000000;0.0000;4.5710;0.0000;Tonne;379.561600;1734.98;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;14e3a7e9048966943bdd37af78e1491d
